,nip_szukany,regon14,nip,nazwa,nazwaskrocona,numerwrejestrzeewidencji,datapowstania,datarozpoczeciadzialalnosci,datawpisudoregon,datazawieszeniadzialalnosci,datawznowieniadzialalnosci,datazaistnieniazmiany,datazakonczeniadzialalnosci,dataskresleniazregon,adsiedzkraj_symbol,adsiedzwojewodztwo_symbol,adsiedzpowiat_symbol,adsiedzgmina_symbol,adsiedzkodpocztowy,adsiedzmiejscowoscpoczty_symbol,adsiedzmiejscowosc_symbol,adsiedzulica_symbol,adsiedznumernieruchomosci,adsiedznumerlokalu,adsiedznietypowemiejscelokalizacji,numertelefonu,numerwewnetrznytelefonu,numerfaksu,adresemail,adresstronyinternetowej,adresemail2,adkorkraj_symbol,adkorwojewodztwo_symbol,adkorpowiat_symbol,adkorgmina_symbol,adkorkodpocztowy,adkormiejscowoscipoczty_symbol,adkormiejscowosc_symbol,adkorulica_symbol,adkornumernieruchomosci,adkornumerlokalu,adkornietypowemiejscelokalizacji,adkornazwapodmiotudokorespondencji,adsiedzkraj_nazwa,adsiedzwojewodztwo_nazwa,adsiedzpowiat_nazwa,adsiedzgmina_nazwa,adsiedzmiejscowosc_nazwa,adsiedzmiejscowoscpoczty_nazwa,adsiedzulica_nazwa,adkorkraj_nazwa,adkorwojewodztwo_nazwa,adkorpowiat_nazwa,adkorgmina_nazwa,adkormiejscowosc_nazwa,adkormiejscowoscpoczty_nazwa,adkorulica_nazwa,podstawowaformaprawna_symbol,szczegolnaformaprawna_symbol,formafinansowania_symbol,formawlasnosci_symbol,organzalozycielski_symbol,organrejestrowy_symbol,rodzajrejestruewidencji_symbol,podstawowaformaprawna_nazwa,szczegolnaformaprawna_nazwa,formafinansowania_nazwa,formawlasnosci_nazwa,organzalozycielski_nazwa,organrejestrowy_nazwa,rodzajrejestruewidencji_nazwa,jednosteklokalnych,datawpisudorejestruewidencji,adkormiejscowoscipoczty_nazwa
87,8311027577,73158120600000,8311027577,POWIATOWY URZĄD PRACY W ŁASKU,,,1998-10-13,2000-01-01,,,,2008-11-19,,,PL,10,03,024,98100,0976296,0976296,14575,4,,,0436751720,,0436751740,LOLA@PRACA.GOV.PL,,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,łaski,Łask,Łask,Łask,ul. Objazdowa,,,,,,,,2,430,2,113,260100300,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU ŁASKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1998-10-13,
88,7751236416,47229145700000,7751236416,POWIATOWY URZĄD PRACY W ŁĘCZYCY,,,1999-01-15,2000-01-01,,,,2008-11-12,,,PL,10,04,011,99100,0969250,0969250,19834,31,,,0247212914,,024 7213278,LOLE@PRACA.GOV.PL,WWW.PUP.LECZYCA.PL,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,łęczycki,Łęczyca,Łęczyca,Łęczyca,ul. Henryka Sienkiewicza,,,,,,,,2,430,2,113,260100400,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU ŁĘCZYCKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1999-01-15,
89,8341553543,75020068100000,8341553543,POWIATOWY URZĄD PRACY,PUP ŁOWICZ,,2000-01-01,2000-01-01,,,,2008-11-12,,,PL,10,05,011,99400,0977031,0977031,20835,28,,,0468300420,,0468370373,LOW@PRACA.GOV.PL,PUP.LOWICZ.PL,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,łowicki,Łowicz,Łowicz,Łowicz,ul. Stanisława Stanisławskiego,,,,,,,,2,430,2,113,260100500,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU ŁOWICKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
90,7282312256,47229783300000,7282312256,POWIATOWY URZĄD PRACY ŁÓDŹ-WSCHÓD,,,2000-01-31,2000-02-01,,,,2008-12-01,,,PL,10,61,069,93121,0958453,0958453,03458,40/52,,,0420426762944,,0420426762945,lolo@praca.gov.pl,www.apraca.pl/lolo,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,Łódź,Łódź-Widzew,Łódź,Łódź,ul. Częstochowska,,,,,,,,2,430,2,113,260100600,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU ŁÓDZKO WSCHODNIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,1,2000-01-31,
91,7282787574,10132043600000,7282787574,POWIATOWY URZĄD PRACY W ŁODZI,,,2011-09-28,2012-01-01,2011-12-02,,,2011-12-02,,,PL,10,61,069,93121,0958453,0958453,12938,91,,,422516500,,422516611,ldl2@praca.gov.pl,www.pup-lodz.pl,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,Łódź,Łódź-Widzew,Łódź,Łódź,ul. Milionowa,,,,,,,,2,430,2,113,270106101,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,PREZYDENT MIASTA ŁÓDŹ,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2011-09-28,
92,7681018788,59074741400000,7681018788,POWIATOWY URZĄD PRACY,,,2000-01-01,2000-01-01,,,,2019-10-28,,,PL,10,07,044,26300,0967943,0967943,18819,6,,,447555100,,447555100,loop@praca.gov.pl,https://opoczno.praca.gov.pl,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,opoczyński,Opoczno,Opoczno,Opoczno,ul. Rolna,,,,,,,,2,430,2,113,260100700,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU OPOCZYŃSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
93,7311026927,47228377100000,7311026927,POWIATOWY URZĄD PRACY W PABIANICACH,,,1998-10-13,2000-01-01,,,,2008-11-07,,,PL,10,08,021,95200,0959079,0959079,23707,11,,,0422157086,265,0422152300,lopa@praca.gov.pl,puppabianice.pl,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,pabianicki,Pabianice,Pabianice,Pabianice,ul. Ludwika Waryńskiego,,,,,,,,2,430,2,113,260100800,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU PABIANICKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1998-10-13,
94,7721965464,59074583000000,7721965464,POWIATOWY URZĄD PRACY W PAJĘCZNIE,PUP,,2000-01-01,2000-01-01,,,,2008-11-21,,,PL,10,09,044,98330,0932330,0932330,11926,65,,,0343112882,,0343111292,lope@praca.gov.pl,,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,pajęczański,Pajęczno,Pajęczno,Pajęczno,ul. 1 Maja,,,,,,,,2,430,2,113,260100900,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU PAJĘCZAŃSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
95,7712314810,59074536100000,7712314810,POWIATOWY URZĄD PRACY W PIOTRKOWIE TRYB.,PUP PIOTRKÓW TRYB.,,2000-01-01,2000-01-01,,,,2008-11-20,,,PL,10,62,011,97300,0967430,0967430,03868,27,,,0446471081,,0446474526,lopi@puppiotrkow.pl,puppiotrkow.pl,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,Piotrków Trybunalski,Piotrków Trybunalski,Piotrków Trybunalski,Piotrków Trybunalski,ul. Romana Dmowskiego,,,,,,,,2,430,2,113,260101000,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU PIOTRKOWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
96,8281241336,73100218300000,8281241336,POWIATOWY URZĄD PRACY W PODDĘBICACH,PUP PODDĘBICE,,1998-10-13,2000-01-01,,,,2008-11-17,,,PL,10,11,034,99200,0976400,0976400,17011,9,,,0436782022,,0430436789213,LOPO@PRACA.GOV.PL,WWW.PUP.PODDEBICE.SISCO.INFO,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,poddębicki,Poddębice,Poddębice,Poddębice,ul. Polna,,,,,,,,2,430,2,113,260101100,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU PODDĘBICKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1998-10-13,
97,7721902771,59074813500000,7721902771,POWIATOWY URZĄD PRACY,PUP,,2000-01-01,2000-01-01,,,,2008-11-19,,,PL,10,12,011,97500,0968078,0968078,23270,2,,,0446837355  56,53,0446837359,lora@praca.gov.pl,www.pupradomsko.pl,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,radomszczański,Radomsko,Radomsko,Radomsko,ul. Tysiąclecia,,,,,,,,2,430,2,113,260101200,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU RADOMSZCZAŃSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
98,8351004915,75020190100000,8351004915,POWIATOWY URZĄD PRACY W RAWIE MAZOWIECKIEJ,PUP RAWA MAZ.,,2000-01-01,2000-01-01,,,,2021-01-27,,,PL,10,13,011,96200,0977077,0977077,11926,1 A,,,0468144051,,0468144051,lorm@praca.gov.pl,wwwpup.rawamazowiecka.ibip.pl,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,rawski,Rawa Mazowiecka,Rawa Mazowiecka,Rawa Mazowiecka,ul. 1 Maja,,,,,,,,2,430,2,113,260101300,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU RAWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
99,8271924186,73100219000000,8271924186,POWIATOWY URZĄD PRACY W SIERADZU,,,1998-10-13,2000-01-01,,,,2011-12-05,,,PL,10,14,011,98200,0976050,0976050,40846,3,,,438220739,,438221331,LOSI@PRACA.GOV.PL,WWW.PUPSIERADZ.PL,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,sieradzki,Sieradz,Sieradz,Sieradz,Plac Wojewódzki,,,,,,,,2,430,2,113,260101400,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU SIERADZKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1998-10-13,
100,8361626127,75020054000000,8361626127,POWIATOWY URZĄD PRACY,PUP SKIERNIEWICE,,2000-01-01,2000-01-01,,,,2021-10-26,,,PL,10,63,011,96100,0976942,0976942,30816,7,,,0468336182,,0468336399,losk@praca.gov.pl,www.pupskierniewice.pl,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,Skierniewice,Skierniewice,Skierniewice,Skierniewice,Aleja Niepodległości,,,,,,,,2,430,2,113,260101500,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU SKIERNIEWICKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
101,7731027980,59074628300000,7731027980,POWIATOWY URZĄD PRACY,PUP,,2000-01-01,2000-01-01,,,,2020-01-01,,,PL,10,16,011,97200,0968300,0968300,00351,41,,,447246282,,447242675,loto@praca.gov.pl,www.tomaszowmazowiecki.praca.gov.pl,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,tomaszowski,Tomaszów Mazowiecki,Tomaszów Mazowiecki,Tomaszów Mazowiecki,ul. św. Antoniego,,,,,,,,2,430,2,113,260101600,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU TOMASZOWSKIEGO (WOJ. ŁÓDZKIE),,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
102,8321015825,73100215400000,8321015825,POWIATOWY URZĄD PRACY W WIELUNIU,,,1998-10-13,2000-01-01,,,,2021-10-15,,,PL,10,17,094,98300,0976586,0976586,19844,56 A,,,438434733,,438860518,LOWI@PRACA.GOV.PL,wielun.praca.gov.pl,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,wieluński,Wieluń,Wieluń,Wieluń,ul. Sieradzka,,,,,,,,2,430,2,113,260101700,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU WIELUŃSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
103,6191060334,73100291200000,6191060334,POWIATOWY URZĄD PRACY W WIERUSZOWIE,,,1998-10-13,2000-01-01,,,,2005-05-01,,,PL,10,18,074,98400,0937400,0937400,23707,15,,,0627841553,,0627841149,,,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,wieruszowski,Wieruszów,Wieruszów,Wieruszów,ul. Ludwika Waryńskiego,,,,,,,,2,430,2,113,260101800,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU WIERUSZOWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1998-10-13,
104,8291011193,73100216000000,8291011193,POWIATOWY URZĄD PRACY W ZDUŃSKIEJ WOLI,PUP W ZDUŃSKIEJ WOLI,,1998-10-13,2000-01-01,,,,2013-03-25,,,PL,10,19,011,98220,0976675,0976675,05471,4,,,438232327,,438245688,LOZD@PRACA.GOV.PL,WWW.PUPZDWOLA.PL,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,zduńskowolski,Zduńska Wola,Zduńska Wola,Zduńska Wola,ul. Getta Żydowskiego,,,,,,,,2,430,2,113,260101900,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU ZDUŃSKOWOLSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1998-10-13,
105,7321045122,47228600200000,7321045122,POWIATOWY URZĄD PRACY W ZGIERZU,POWIATOWY URZĄD PRACY,,2000-01-01,2000-01-01,,,,2018-07-03,,,PL,10,20,031,95100,0959263,0959263,00773,10,,,0427164941,,0427174160,lozg@praca.gov.pl,www.pupzgierz.pl,,,,,,,,,,,,,,POLSKA,ŁÓDZKIE,zgierski,Zgierz,Zgierz,Zgierz,ul. Henryka Barona,,,,,,,,2,430,2,113,260102000,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU ZGIERSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
106,6762129505,35711407500000,6762129505,WOJEWÓDZKI URZĄD PRACY W KRAKOWIE,WUP,,1999-12-13,2000-01-01,,,,2023-07-18,,,PL,12,61,029,30107,0950470,0950470,52827,1,,,124287870,,124229785,kancelaria@wup-krakow.pl,https://wupkrakow.praca.gov.pl/,,,,,,,,,,,,,,POLSKA,MAŁOPOLSKIE,Kraków,Kraków-Krowodrza,Kraków,Kraków,Plac Na Stawach,,,,,,,,2,431,2,113,250120000,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,WOJEWÓDZKIE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,MARSZAŁEK WOJEWÓDZTWA MAŁOPOLSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
107,8681604009,85176962900000,8681604009,POWIATOWY URZĄD PRACY,PUP,,2000-01-01,2000-01-01,,,,2008-11-10,,,PL,12,01,011,32700,0981682,0981682,24628,3,,,0146111051,273,0146111051,krbo@praca.gov.pl,www.pup-bochnia.pl,,,,,,,,,,,,,,POLSKA,MAŁOPOLSKIE,bocheński,Bochnia,Bochnia,Bochnia,ul. Wojska Polskiego,,,,,,,,2,430,2,113,260120100,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU BOCHEŃSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
108,8691220919,85177323000000,8691220919,POWIATOWY URZĄD PRACY W BRZESKU,PUP,,2000-01-01,2000-01-01,,,,2016-11-23,,,PL,12,02,024,32800,0981966,0981966,36029,19,,,0146630522,,0146630522,urzad@pup_brzesko.pl,www.pup_brzesko.pl,,,,,,,,,,,,,,POLSKA,MAŁOPOLSKIE,brzeski,Brzesko,Brzesko,Brzesko,ul. Marszałka Józefa Piłsudskiego,,,,,,,,2,430,2,113,260160100,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU BRZESKIEGO (WOJ. OPOLSKIE),,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
109,6281666974,35712865700000,6281666974,POWIATOWY URZĄD PRACY,PUP,,2000-01-01,2000-01-01,,,,2022-07-25,,,PL,12,03,034,32500,0938982,0938982,20291,8,,,0327533800,,0327533899,krch@praca.gov.pl,www.pup-chrzanow.pl,,,,,,,,,,,,,,POLSKA,MAŁOPOLSKIE,chrzanowski,Chrzanów,Chrzanów,Chrzanów,ul. Juliusza Słowackiego,,,,,,,,2,430,2,113,260120300,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU CHRZANOWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
110,8711220237,85180156300000,8711220237,POWIATOWY URZĄD PRACY W DĄBROWIE TARNOWSKIEJ,,,2000-01-01,2000-01-01,,,,2015-01-07,,,PL,12,04,024,33200,0982167,0982167,36029,33,,,0146422478,,0146422478,krda@praca.gov.pl,www.PUPDT.PL,,,,,,,,,,,,,,POLSKA,MAŁOPOLSKIE,dąbrowski,Dąbrowa Tarnowska,Dąbrowa Tarnowska,Dąbrowa Tarnowska,ul. Marszałka Józefa Piłsudskiego,,,,,,,,2,430,2,113,260120400,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU DĄBROWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
111,7381839541,49199944000000,7381839541,POWIATOWY URZĄD PRACY,PUP,,2000-01-01,2000-01-01,,,,2008-11-12,,,PL,12,05,011,38300,0959903,0959903,12694,18,,,0183535520,,0180183521999,krgo@praca.gov.pl,,,,,,,,,,,,,,,POLSKA,MAŁOPOLSKIE,gorlicki,Gorlice,Gorlice,Gorlice,ul. Józefa Michalusa,,,,,,,,2,430,2,113,260120500,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU GORLICKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
112,6782748246,35712492600000,6782748246,GRODZKI URZĄD PRACY W KRAKOWIE,GUP W KRAKOWIE,,2000-01-14,2000-02-01,,,,2008-11-24,,,PL,12,61,039,31752,0950718,0950718,23810,34,,,0126431561,,0126451270,KRKR@PRACA.GOV.PL,WWW.GUPKRAKOW.PL,,,,,,,,,,,,,,POLSKA,MAŁOPOLSKIE,Kraków,Kraków-Nowa Huta,Kraków,Kraków,ul. Wąwozowa,,,,,,,,2,430,2,113,270126101,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,PREZYDENT MIASTA KRAKÓW,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-14,
113,7371810429,49199646000000,7371810429,POWIATOWY URZĄD PRACY,,,2000-01-01,2000-01-01,,,,2008-11-12,,,PL,12,07,011,34600,0960510,0960510,12355,9,,,0183375850,,0183375850,KRLI@PRACA.GOV.PL,WWW.PUP.LIMANOWA.PL,,,,,,,,,,,,,,POLSKA,MAŁOPOLSKIE,limanowski,Limanowa,Limanowa,Limanowa,ul. Józefa Marka,,,,,,,,2,430,2,113,260120700,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU LIMANOWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
